object_id,wordpress_id,title,authors,periods,genres,languages,source_publisher,source_publication_place,source_publication_date,source_identifier,family_key,canonical_status,canonical_object_id,role,role_reason,estimated_characters,estimated_min_tokens,estimated_max_tokens,landing_page_url,xml_url
bibit000982,136856,Il campiello,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065022,goldoni carlo::il campiello,selected,bibit000982,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000982,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000982
bibit001579,137978,Il servitore di due padroni,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065020,goldoni carlo::il servitore di due padroni,selected,bibit001579,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit001579,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001579
bibit001010,136908,Il teatro comico,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065020,goldoni carlo::il teatro comico,selected,bibit001010,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit001010,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001010
bibit001297,137448,Il ventaglio,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065023,goldoni carlo::il ventaglio,selected,bibit001297,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit001297,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001297
bibit000902,136706,La bottega del caffè,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065020,goldoni carlo::la bottega del caffe,selected,bibit000902,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000902,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000902
bibit000869,136644,La famiglia dell'antiquario,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065020,goldoni carlo::la famiglia dell antiquario,selected,bibit000869,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",130823,32705,43608,http://www.bibliotecaitaliana.it/scheda/bibit000869,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000869
bibit001280,137416,La locandiera,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065022,goldoni carlo::la locandiera,selected,bibit001280,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit001280,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001280
bibit000643,136212,La sposa persiana,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065022,goldoni carlo::la sposa persiana,selected,bibit000643,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000643,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000643
bibit000899,136700,Le baruffe chiozzotte,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065023,goldoni carlo::le baruffe chiozzotte,selected,bibit000899,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000899,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000899
bibit000779,136470,Le femmine puntigliose,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065020,goldoni carlo::le femmine puntigliose,selected,bibit000779,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000779,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000779
bibit000987,136866,Le smanie per la villeggiatura,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065022,goldoni carlo::le smanie per la villeggiatura,selected,bibit000987,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000987,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000987
bibit000163,135286,Una delle ultime sere di carnovale,"Goldoni, Carlo",700,Letteratura teatrale,ita,Einaudi,Torino,1991,IT\ICCU\MIL\0065023,goldoni carlo::una delle ultime sere di carnovale,selected,bibit000163,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",77172,19293,25724,http://www.bibliotecaitaliana.it/scheda/bibit000163,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000163
bibit000076,135116,Relazione di Francia,"Grimani, Alvise",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,grimani alvise::relazione di francia,selected,bibit000076,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000076,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000076
bibit000343,135634,Relatione de S. Giovanni Grimani,"Grimani, Giovanni",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,grimani giovanni::relatione de s giovanni grimani,selected,bibit000343,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000343,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000343
bibit000231,135418,Relatione di Germania (1638),"Grimani, Giovanni",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,grimani giovanni::relatione di germania 1638,selected,bibit000231,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000231,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000231
bibit000968,136828,Il verrato,"Guarini, Battista",500,Trattati,ita,Unione tipografico-editrice torinese,Torino,1971,IT\ICCU\UFI\0045026,guarini battista::il verrato,selected,bibit000968,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000968,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000968
bibit000722,136362,La idropica,"Guarini, Battista",500,Letteratura teatrale,ita,Unione tipografico-editrice torinese,Torino,1971,IT\ICCU\UFI\0045026,guarini battista::la idropica,selected,bibit000722,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",100987,25246,33663,http://www.bibliotecaitaliana.it/scheda/bibit000722,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000722
bibit000235,135426,La civil conversazione,"Guazzo, Stefano",500,Narrativa,ita,Panini,Modena,1993,IT\ICCU\LO1\0328039,guazzo stefano::la civil conversazione,selected,bibit000235,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit000235,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000235
bibit000398,135738,"Considerazioni intorno ai ""Discorsi"" del Machiavelli sopra la Prima Deca di Tito Livio","Guicciardini, Francesco",500,Trattati,ita,G. Laterza,Bari,1933,IT\ICCU\IEI\0032111,guicciardini francesco::considerazioni intorno ai discorsi del machiavelli sopra la prima deca di tito livio,selected,bibit000398,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000398,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000398
bibit001107,137092,Del modo di ordinare il governo popolare,"Guicciardini, Francesco",500,Trattati,ita,Laterza,Bari,1932,IT\ICCU\TSA\0023772,guicciardini francesco::del modo di ordinare il governo popolare,selected,bibit001107,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit001107,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001107
bibit000096,135154,Dialogo del reggimento di Firenze,"Guicciardini, Francesco",500,Trattati,ita,G. Laterza,Bari,1933,IT\ICCU\IEI\0032111,guicciardini francesco::dialogo del reggimento di firenze,selected,bibit000096,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",87276,21819,29092,http://www.bibliotecaitaliana.it/scheda/bibit000096,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000096
bibit000826,136560,Ricordi,"Guicciardini, Francesco",500,Narrativa,ita,Sansoni,Firenze,1951,IT\ICCU\UFI\0166662,guicciardini francesco::ricordi,selected,bibit000826,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit000826,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000826
bibit000136,135232,Storia d'Italia,"Guicciardini, Francesco",500,Testi storici e storiografici,ita,Einaudi,Torino,1971,IT\ICCU\TO0\0132516,guicciardini francesco::storia d italia,selected,bibit000136,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",3820802,955200,1273601,http://www.bibliotecaitaliana.it/scheda/bibit000136,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000136
bibit001203,137274,Le ore di ricreazione,"Guicciardini, Ludovico",500,Narrativa,ita,University press,Leuven,c1990,IT\ICCU\RAV\0169032,guicciardini ludovico::le ore di ricreazione,selected,bibit001203,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",285811,71452,95271,http://www.bibliotecaitaliana.it/scheda/bibit001203,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001203
bibit000070,135104,Endimione,"Guidi, Alessandro",600,Letteratura teatrale,ita,Longo,Ravenna,1981,IT\ICCU\MIL\0032055,guidi alessandro::endimione,selected,bibit000070,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",127771,31942,42591,http://www.bibliotecaitaliana.it/scheda/bibit000070,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000070
bibit001498,137828,Expositiones et glose super Comediam Dantis,Guido da Pisa,300,"Commenti, traduzioni e volgarizzamenti",ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,guido da pisa::expositiones et glose super comediam dantis,selected,bibit001498,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",1503100,375775,501034,http://www.bibliotecaitaliana.it/scheda/bibit001498,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001498
bibit000374,135694,Relazione di Francia di Vincenzo Gussoni (1616-1617),"Gussoni, Vincenzo",600,Documenti,ita,Bottega d'Erasmo,Torino,1965,IT\ICCU\CFI\0029144,gussoni vincenzo::relazione di francia di vincenzo gussoni 1616 1617,selected,bibit000374,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",79160,19790,26387,http://www.bibliotecaitaliana.it/scheda/bibit000374,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000374
bibit000768,136448,Comedia di Dante degli Allagherii col commento di Jacopo di Giovanni dalla Lana bolognese,Jacopo della Lana,300,"Commenti, traduzioni e volgarizzamenti",ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,jacopo della lana::comedia di dante degli allagherii col commento di jacopo di giovanni dalla lana bolognese,selected,bibit000768,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",838233,209558,279411,http://www.bibliotecaitaliana.it/scheda/bibit000768,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000768
bibit000669,136262,Comento di Cristophoro Landini Fiorentino sopra la Comedia di Dante Alighieri poeta Fiorentino,"Landino, Cristoforo",400,"Commenti, traduzioni e volgarizzamenti",ita,Lexis Progetti Editoriali,Roma,1999,IT\ICCU\TO0\0768353,landino cristoforo::comento di cristophoro landini fiorentino sopra la comedia di dante alighieri poeta fiorentino,selected,bibit000669,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",3591281,897820,1197094,http://www.bibliotecaitaliana.it/scheda/bibit000669,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000669
bibit001125,137128,Prolusioni accademiche,"Landino, Cristoforo",400,Oratoria,ita,Bulzoni,Roma,1974,IT\ICCU\SBL\0562483,landino cristoforo::prolusioni accademiche,selected,bibit001125,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",81147,20286,27049,http://www.bibliotecaitaliana.it/scheda/bibit001125,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001125
bibit000998,136888,Diario fiorentino,"Landucci, Luca",400,Memorialistica,ita,Sansoni,Firenze,1985,IT\ICCU\CFI\0233009,landucci luca::diario fiorentino,selected,bibit000998,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",232282,58070,77428,http://www.bibliotecaitaliana.it/scheda/bibit000998,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000998
bibit000951,136800,Liber Abaci,Leonardo Fibonacci,200,Trattati,ita,tipografia delle scienze matematiche,Roma,1857,IT\ICCU\UFI\0340947,leonardo fibonacci::liber abaci,selected,bibit000951,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",76064,19016,25355,http://www.bibliotecaitaliana.it/scheda/bibit000951,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000951
bibit000215,135388,Codice sul volo degli uccelli,Leonardo da Vinci,400,Trattati,ita,Giunti-Barbera,Firenze,1976,IT\ICCU\VIA\0021654,leonardo da vinci::codice sul volo degli uccelli,selected,bibit000215,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",169868,42467,56623,http://www.bibliotecaitaliana.it/scheda/bibit000215,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000215
bibit001667,138150,Codice trivulziano,Leonardo da Vinci,400,Trattati,ita,Arcadia : Electa,Milano,1980,IT\ICCU\VEA\0047236,leonardo da vinci::codice trivulziano,selected,bibit001667,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",169868,42467,56623,http://www.bibliotecaitaliana.it/scheda/bibit001667,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit001667
bibit000622,136170,Il manoscritto H,Leonardo da Vinci,400,Trattati,ita,Giunti-Barbera,Firenze,c1987,IT\ICCU\CFI\0081323,leonardo da vinci::il manoscritto h,selected,bibit000622,historical_general,"historical prose, theatre, letters, treatise, document, or related general-domain text",38701,9675,12901,http://www.bibliotecaitaliana.it/scheda/bibit000622,http://backend.bibliotecaitaliana.it/wp-json/muruca-core/v1/xml/bibit000622
